(1.0, 0.0, 2.0, 2000000.0, 6440359.0, 0.37874259046828906, 0.30298630722269027, 0.0)
(2.0, 0.0, 1.0, 2000000.0, 2873598.0, 0.5604835602088118, 0.4633890780320984, 0.0)
(3.0, 0.0, 3.0, 2000000.0, 8235177.0, 0.3043755326768364, 0.24417538867683677, 0.0)
(4.0, 0.0, 4.0, 2000000.0, 7612693.0, 0.2674702261432503, 0.216546362608946, 0.0)
(5.0, 0.0, 5.0, 2000000.0, 5473021.0, 0.24346474599811185, 0.19901633873986718, 0.0)
(7.0, 0.025, 5.0, 2000000.0, 5409728.0, 0.24954973496362043, 0.2038638791487726, 0.04419251221829097)
(9.0, 0.025, 4.0, 2000000.0, 7744179.0, 0.2753120420398887, 0.22261808441484335, 0.05163801263961654)
(11.0, 0.025, 3.0, 2000000.0, 8202730.0, 0.3158004410927495, 0.253310231399724, 0.06741255740807787)
(12.0, 0.025, 2.0, 2000000.0, 6579646.0, 0.39308470651558247, 0.31647535805214255, 0.09141088496338597)
(13.0, 0.025, 1.0, 2000000.0, 2841689.0, 0.5948271570202989, 0.49643086261672875, 0.17808470939120868)
(15.0, 0.05, 1.0, 2000000.0, 2781952.0, 0.6240914226649595, 0.5238387437797939, 0.2442899749178308)
(17.0, 0.05, 2.0, 2000000.0, 6064819.0, 0.4088014206219346, 0.33106535714038454, 0.13343001286834952)
(18.0, 0.05, 3.0, 2000000.0, 7626367.0, 0.32497835830119143, 0.2617127979901789, 0.0941911258896711)
(19.0, 0.05, 4.0, 2000000.0, 7507093.0, 0.28217384126692974, 0.22833265145642398, 0.07241182611946528)
(20.0, 0.05, 5.0, 2000000.0, 5389471.0, 0.2556160064340353, 0.20841661212907864, 0.061886841298786986)
(22.0, 0.1, 5.0, 2000000.0, 5548493.0, 0.26802333146199325, 0.21651196371131898, 0.08526386892881382)
(23.0, 0.1, 4.0, 2000000.0, 7937454.0, 0.29756895539496514, 0.24061999498620845, 0.10490783968797496)
(24.0, 0.1, 3.0, 2000000.0, 8575572.0, 0.3461297798508666, 0.27913598178885085, 0.1352600306585111)
(26.0, 0.1, 2.0, 2000000.0, 7073459.0, 0.4396715981093907, 0.3590864340327353, 0.1927235448561061)
(28.0, 0.1, 1.0, 2000000.0, 3063308.0, 0.683249631554879, 0.5801294794004092, 0.3490283301251513)
(30.0, 0.2, 1.0, 2000000.0, 3006872.0, 0.7861760378863124, 0.6792711033246979, 0.49666869659010543)
(32.0, 0.2, 2.0, 2000000.0, 7313498.0, 0.4962152802926012, 0.4100220092190804, 0.2762559423426204)
(33.0, 0.2, 3.0, 2000000.0, 8951218.0, 0.38361582147196377, 0.3110911744486197, 0.19275917198498554)
(35.0, 0.2, 4.0, 2000000.0, 8106447.0, 0.3252656814221845, 0.26156863852272133, 0.14671682077889003)
(36.0, 0.2, 5.0, 2000000.0, 5709867.0, 0.29025795957172595, 0.23313551879140906, 0.12142762056763645)
(38.0, 1.0, 5.0, 2000000.0, 5298505.0, 0.4279026674160343, 0.3415316576425823, 0.27755426512065795)
(39.0, 1.0, 4.0, 2000000.0, 6906534.0, 0.4944807125922745, 0.4021009866174011, 0.3388109742607554)
(41.0, 1.0, 3.0, 2000000.0, 9687367.0, 0.602288836509203, 0.5034460124134106, 0.4402684033399168)
(42.0, 1.0, 2.0, 2000000.0, 7268334.0, 0.8091076764591576, 0.7011714649008763, 0.6323295982529985)
(44.0, 1.0, 1.0, 2000000.0, 2860104.0, 1.326874522030385, 1.2111444369119508, 1.118991246356882)
(46.0, 10.0, 1.0, 2000000.0, 2673218.0, 2.5572607763759865, 2.4855035600419098, 2.441925164566181)
(47.0, 10.0, 2.0, 2000000.0, 7153104.0, 2.0540195695558316, 1.9623041874795943, 1.9387720396775658)
(48.0, 10.0, 3.0, 2000000.0, 8964837.0, 1.6098104232351267, 1.4976617932639895, 1.4776228296040992)
(49.0, 10.0, 4.0, 2000000.0, 6963406.0, 1.321480364126442, 1.1986274575539742, 1.1789043450777248)
(50.0, 10.0, 5.0, 2000000.0, 4135382.0, 1.1322063550741455, 1.001504534846626, 0.9815313699688539)
(52.0, 0.013, 1.0, 2000000.0, 2674484.0, 0.5811975366191812, 0.4816821079346712, 0.13148465866765627)
(54.0, 0.013, 2.0, 2000000.0, 7706330.0, 0.38351029152055083, 0.30902392689724745, 0.06078721107727261)
(55.0, 0.013, 3.0, 2000000.0, 9283877.0, 0.30911739741105704, 0.24798695913930907, 0.043311793632647415)
(56.0, 0.013, 4.0, 2000000.0, 8465999.0, 0.2699811216090295, 0.2186669809598579, 0.030379621507414065)
(57.0, 0.013, 5.0, 2000000.0, 5957043.0, 0.24595095845004364, 0.2012572916164781, 0.029949863829048472)
