# ('runnr', 'thickness', 'energy', 'events', 'proc_events', 'rmsROOT', 'rmsROOT_norm', 'rmsROOT_norm_error', 'rmsfrac', 'rmsfrac_norm', 'rmsfrac_norm_error', 'gauss_mu', 'gauss_si', 'gauss_si_dev', 'gauss_height', 'gauss_chi2red', 'gauss_si_norm', 'gauss_si_norm_error', 'combined_mu', 'combined_si_g', 'combined_si_g_dev', 'combined_nu_s', 'combined_si_s', 'combined_si_s_dev', 'combined_frac', 'combined_height', 'combined_chi2red', 'combined_si_g_norm', 'combined_si_s_norm', 'combined_si_g_norm_error', 'combined_si_s_norm_error', 'combined_one_mu', 'combined_one_si', 'combined_one_si_dev', 'combined_one_nu_s', 'combined_one_frac', 'combined_one_height', 'combined_one_chi2red', 'combined_one_si_norm', 'combined_one_si_norm_error', 'opacity_highland_standard', 'opacity_highland_electron')
3.000000000000000000e+01,2.000000000000000111e-01,1.000000000000000000e+00,2.000000000000000000e+06,7.342198000000000000e+06,9.760468527836235753e-01,7.020287768244936055e-01,4.520472324345716636e-02,6.966768597255462714e-01,5.186077734334304523e-01,3.074097495982918565e-02,2.503894694809121694e-03,6.856763021073120079e-01,5.676740181630429878e-03,3.567574172983193421e+05,7.725694085964453279e+02,5.079960578303917007e-01,8.616314785947591648e-03,2.602193537875477271e-03,6.552903089748567389e-01,8.983339218570827144e-04,2.553207895516582226e+00,5.941151221025708917e-01,1.468638468107857789e-03,4.675948081231227071e-01,3.670123677716985112e+05,1.024037903947549122e+00,4.792428771420095268e-01,4.473740113110994954e-01,1.370285735765801967e-03,2.236420667572334466e-03,2.598154811732378885e-03,6.344846405209508822e-01,3.362903399225570015e-04,2.669012273448049921e+00,4.424988250548933522e-01,3.669814715187257389e+05,1.306204963404530961e+00,4.662143278304699545e-01,5.270689149808427225e-04,4.741253786466796682e-02,3.390325958008055113e-02
3.200000000000000000e+01,2.000000000000000111e-01,2.000000000000000000e+00,2.000000000000000000e+06,1.315630400000000000e+07,6.615916845503123644e-01,4.473046224051385744e-01,3.340306586733429034e-02,4.160411939053166308e-01,2.897027956517239100e-01,2.016260502830753698e-02,-5.893432199017010001e-04,4.048672747085109158e-01,4.365930887917784074e-03,6.386106722850982333e+05,2.415787505483298446e+03,2.771573692057694438e-01,7.204297079903894396e-03,-4.776664129088267763e-04,3.761298828940927153e-01,4.090863874878658156e-04,2.247816278063297535e+00,3.759538184778891678e-01,1.328499741679365189e-03,3.758991002418168303e-01,6.576338359710606746e+05,1.651485628729098876e+00,2.495777290846243335e-01,2.667831051648774099e-01,7.402242711891035554e-04,2.270630735190911232e-03,-4.776694411823826833e-04,3.760905700986357236e-01,1.590637351211977792e-04,2.248144176691659446e+00,3.757432263858802024e-01,6.576338232909403741e+05,1.650666813047012349e+00,2.529290333372453126e-01,2.949670117759254327e-04,2.370626893233398341e-02,1.695162979004027556e-02
3.300000000000000000e+01,2.000000000000000111e-01,3.000000000000000000e+00,2.000000000000000000e+06,1.529010400000000000e+07,5.522435113221128011e-01,3.449146926588061435e-01,3.107039485927746286e-02,3.132624276163139543e-01,2.009819611752342305e-01,1.699549998951056795e-02,-1.187535718318445069e-03,3.055531202139601388e-01,3.614016835917866020e-03,7.423921260909868870e+05,3.407898007026306004e+03,1.907769910814943459e-01,6.587544132510128603e-03,-1.055449166048365783e-03,2.841740350031186080e-01,2.679617941995417348e-04,2.093850234274761579e+00,2.906225609658084630e-01,1.183974018639716470e-03,3.313623304387612323e-01,7.642927993642133661e+05,1.823674988237170780e+00,1.719162107443640564e-01,1.797075529171035524e-01,5.506028852047683978e-04,2.656633648078362935e-03,-1.054932648167567540e-03,2.853298032735405165e-01,1.146462919448311028e-04,2.081131593997263884e+00,3.385502119711360502e-01,7.642912893306497717e+05,1.843325219869317744e+00,1.734446522503605148e-01,2.413475252692078683e-04,1.580417928822265561e-02,1.130108652669351704e-02
3.500000000000000000e+01,2.000000000000000111e-01,4.000000000000000000e+00,2.000000000000000000e+06,1.357425800000000000e+07,4.825652114219134980e-01,2.967537505891890137e-01,2.772203750338287503e-02,2.617126239536422538e-01,1.522559027853752078e-01,1.618162434525734217e-02,-5.806902622053325587e-04,2.576232711632823191e-01,2.941652935281327975e-03,6.606166974138392834e+05,2.840202473760881730e+03,1.454290764591784357e-01,6.006622746662956813e-03,-4.026224265882295253e-04,2.419912407956492650e-01,2.125733256004605737e-04,2.009242857880915167e+00,2.475180195033288288e-01,1.176917289707856426e-03,2.889423018616523176e-01,6.785268739040704677e+05,1.731165259570246029e+00,1.318486758159655992e-01,1.358504538324427358e-01,4.818845288909425666e-04,2.973874343879742439e-03,-4.026849651649683963e-04,2.428022693497023099e-01,9.702731585488328205e-05,1.997562702099160870e+00,2.955361980544131129e-01,6.785257797716624336e+05,1.746610213288733116e+00,1.326523783901008835e-01,2.241409771895868492e-04,1.185313446616699171e-02,8.475814895020137782e-03
3.600000000000000000e+01,2.000000000000000111e-01,5.000000000000000000e+00,2.000000000000000000e+06,9.489386000000000000e+06,4.371551421634542467e-01,2.765906545538067141e-01,2.416927910574595550e-02,2.337418852667634550e-01,1.294140428476042992e-01,1.541251431619865275e-02,1.047518690220463136e-04,2.312497901432650493e-01,2.483465975054566840e-03,4.631199915252434439e+05,1.776612113025186090e+03,1.205753107617151682e-01,5.338963020500759465e-03,2.881137279882840731e-04,2.199445327995876998e-01,2.085935197774031389e-04,1.907107587496494894e+00,2.194216579208276563e-01,1.336098474940506818e-03,2.502301886401510633e-01,4.743040053063749219e+05,1.741660218978125618e+00,1.081554910995735364e-01,1.135428490397591555e-01,5.372802260814641025e-04,3.503904644784744653e-03,2.881329080517164732e-04,2.198810104567939794e-01,1.005115758787784614e-04,1.908220638869923214e+00,2.496246649899530601e-01,4.743039417585025076e+05,1.740901222197119180e+00,1.086780957479787924e-01,2.611472241175004220e-04,9.482507572933594059e-03,6.780651916016110572e-03
3.800000000000000000e+01,1.000000000000000000e+00,5.000000000000000000e+00,2.000000000000000000e+06,8.786766000000000000e+06,7.079876781683936970e-01,6.218073048017579429e-01,2.480739681994354948e-02,3.522131461789664297e-01,2.935418639638761040e-01,1.325644291630624812e-02,1.350381462470048258e-03,3.387796266615649143e-01,4.100752454484768439e-03,4.256784269371226546e+05,2.057504065922893915e+03,2.753789671796474936e-01,5.154238690746509692e-03,1.406472298930552377e-03,3.174092570542368930e-01,3.433135623207843215e-04,1.819886447823901188e+00,3.119847112820043900e-01,1.526873250031721661e-03,3.140772107008880099e-01,4.391743557883403264e+05,1.674131108921104838e+00,2.531218070619037919e-01,2.491597372712061331e-01,4.529767496418202525e-04,2.195533526808414980e-03,1.407100573981903560e-03,3.165139906262088298e-01,1.562967588745791932e-04,1.827929545628366625e+00,3.093831651047305731e-01,4.391730835432800232e+05,1.680759088193194861e+00,2.522783700558450803e-01,2.084084906966287166e-04,2.120353153023605761e-02,1.656531897512840412e-02
3.900000000000000000e+01,1.000000000000000000e+00,4.000000000000000000e+00,2.000000000000000000e+06,1.152116600000000000e+07,7.616154197753729482e-01,6.597360478658810257e-01,2.718631383239690849e-02,4.149321435149196935e-01,3.561699680183254557e-01,1.499549156197433827e-02,3.252668466259600925e-04,3.993207814328099126e-01,4.600656516389884688e-03,5.577087943760331254e+05,2.419717013158517602e+03,3.379895751632133183e-01,5.585407118728366246e-03,4.264983122672425897e-04,3.716442044499845276e-01,3.790883486777989544e-04,1.977250196807926130e+00,3.679034939142872274e-01,1.384722286241864319e-03,3.532335863562309219e-01,5.758916666390523314e+05,1.545930284291811230e+00,3.113578767172393014e-01,3.042090673565966408e-01,4.680715925873941106e-04,1.910803027356055553e-03,4.262478064637925429e-04,3.708985460963348801e-01,1.593553507216168095e-04,1.983132585656058877e+00,3.502502534414455027e-01,5.758909492772951489e+05,1.548861385745718300e+00,3.101764707187831815e-01,1.993238913602606694e-04,2.650441441279507288e-02,2.070664871891050515e-02
4.100000000000000000e+01,1.000000000000000000e+00,3.000000000000000000e+00,2.000000000000000000e+06,1.660612200000000000e+07,8.762624953281771267e-01,7.627773004837689053e-01,3.107242435850837703e-02,5.231717274741833901e-01,4.647247105438855885e-01,1.805795086476195965e-02,7.961295239402833238e-04,5.043499440461722827e-01,5.270155715231699713e-03,8.035992552547852974e+05,2.844194932507495196e+03,4.442994678288494925e-01,6.132985281221888310e-03,9.197513298203113721e-04,4.649185445501048952e-01,4.711796505398785405e-04,2.169685655219084630e+00,4.697696524250071226e-01,1.499890845800213972e-03,3.901624258147808888e-01,8.300937775595855201e+05,1.702766705966064942e+00,4.061398212602831959e-01,4.105080486088433789e-01,5.568556967147404594e-04,1.896325575095395488e-03,9.198186303633731345e-04,4.660518017931756241e-01,1.814860338143770696e-04,2.162210212599410486e+00,3.934510261571226852e-01,8.300936012952007586e+05,1.707745567063287506e+00,4.072766046715630139e-01,2.173534575194334081e-04,3.533921921706009717e-02,2.760886495854733905e-02
4.200000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+00,2.000000000000000000e+06,1.297181000000000000e+07,1.089641384559749238e+00,9.745235836572508914e-01,3.727553620981430282e-02,7.325895485522354589e-01,6.689730050085962443e-01,2.439755597899254114e-02,1.058283892683992405e-03,7.124685494957210263e-01,6.023002007698613838e-03,6.289639813616683241e+05,1.446084964898205726e+03,6.484675251666062179e-01,6.770634316474483105e-03,1.309876415769910653e-03,6.579670546768769945e-01,7.843405775960962927e-04,2.414744128179111549e+00,6.577096792424348415e-01,1.996705931101737039e-03,4.247348124695278782e-01,6.484209466464814031e+05,1.448164556907848954e+00,5.947570925085959859e-01,6.020082837822872124e-01,8.845653624124225805e-04,2.254538857252985119e-03,1.309872225739435727e-03,6.578985068075390297e-01,2.730521851177202257e-04,2.415057753911077132e+00,4.245939802321913037e-01,6.484209343708012020e+05,1.447446136269296302e+00,5.961203102121130915e-01,3.104898527061084154e-04,5.300882882559014575e-02,4.141329743782101031e-02
4.400000000000000000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.000000000000000000e+06,6.791362000000000000e+06,1.731862381434334575e+00,1.593588482917808635e+00,5.712371497954617239e-02,1.302300142721850573e+00,1.216380301353932714e+00,4.216780715180089290e-02,1.847183069860184766e-03,1.282558433029009404e+00,7.769803364514432133e-03,3.300349550831213710e+05,3.809655207386619509e+02,1.197023031371363677e+00,8.491336945602005054e-03,2.166384274252253651e-03,1.217463459832364148e+00,2.114796863997335866e-03,2.753361430579801983e+00,1.127311316431731214e+00,3.092195339217243544e-03,4.993635411901417021e-01,3.394471821621517302e+05,1.161443968280225558e+00,1.132468817355241075e+00,1.057355915404398772e+00,2.288000013014758645e-03,3.329135890787307192e-03,2.149128695096708206e-03,1.183564869744051284e+00,6.699451971831517751e-04,2.861402128873722361e+00,4.809124890697950017e-01,3.394295149171558442e+05,1.309927416752009410e+00,1.102547432680186290e+00,7.276202982004831895e-04,1.060176576511802915e-01,8.282659487564202061e-02
4.600000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00,2.000000000000000000e+06,6.610472000000000000e+06,5.536959692857100102e+00,5.495279754933780403e+00,1.673874969611231500e-01,4.526497423348866178e+00,4.502529766628140528e+00,1.365253942266073939e-01,1.550870181579213358e-01,4.425725370311531570e+00,1.552863547324117265e-02,3.203101086187244509e+05,1.240357309436717372e+02,4.401698883035821908e+00,1.562002069670017333e-02,1.550185213557831732e-01,4.065504976475486920e+00,9.191414195160483441e-03,2.816112907583519842e+00,4.023936838748062073e+00,1.373175407103382865e-02,5.278449629423364042e-01,3.303975963760538143e+05,1.242234337683411516e+00,4.040866127453610623e+00,4.004901797787229434e+00,9.247738625654096378e-03,1.379756180825837675e-02,1.550021055149850557e-01,4.049093288014177894e+00,2.356778993501507102e-03,2.832609112872171764e+00,5.255031303572019752e-01,3.303935759713576408e+05,1.243657946408393888e+00,4.026157162289977443e+00,2.370398347621781310e-03,3.352572703737067283e-01,2.972828167282351441e-01
4.700000000000000000e+01,1.000000000000000000e+01,2.000000000000000000e+00,2.000000000000000000e+06,1.312655200000000000e+07,3.554580826059841492e+00,3.520997403741040976e+00,1.076735734248603360e-01,2.550420161308270206e+00,2.532879869632582270e+00,7.704969526115371115e-02,1.363384668824454971e-01,2.388215400528413301e+00,1.364823204287996493e-02,6.307094660610727733e+05,6.561677790587729078e+02,2.369909596692721276e+00,1.375923564325191688e-02,1.369290306910447841e-01,2.153015405016335482e+00,2.941573265821802782e-03,2.136567401740168126e+00,2.215429365728107225e+00,7.452957270587478276e-03,4.541356980808954336e-01,6.562664487279854948e+05,1.682008513295106367e+00,2.134546951530176262e+00,2.199536138849223832e+00,2.967410882181299985e-03,7.508427697162126449e-03,1.369490442733975466e-01,2.170989776635209978e+00,1.014858268322340251e-03,2.113611811251675299e+00,4.627094726946460734e-01,6.562764211555455113e+05,1.716295855055225861e+00,2.153073521559910830e+00,1.023512597213896251e-03,1.676286351868533642e-01,1.486414083641175721e-01
4.800000000000000000e+01,1.000000000000000000e+01,3.000000000000000000e+00,2.000000000000000000e+06,1.572336600000000000e+07,2.891457383331009101e+00,2.859111583872505857e+00,8.774678207331700064e-02,1.830699422023934542e+00,1.814861089439228969e+00,5.540850036677941876e-02,9.224881847487061137e-02,1.639594807915091046e+00,1.240195339241139880e-02,7.500097542397426441e+05,1.361684164559020246e+03,1.622129552531408114e+00,1.254093954385319086e-02,9.240751631166334301e-02,1.474010977643410714e+00,1.954359353577073133e-03,1.804481159335656448e+00,1.527755474680592362e+00,5.974380004906379611e-03,4.298220635790431787e-01,7.861473591960378690e+05,2.469664865261246067e+00,1.456539962912116737e+00,1.510586019414204229e+00,1.978178356710306399e-03,6.046256032702220992e-03,9.240994097144618336e-02,1.487509320499830423e+00,7.610411074136256898e-04,1.784742742819891648e+00,4.402086658226617155e-01,7.861594076507358113e+05,2.537154542404330471e+00,1.470154389624436009e+00,7.702300030557017452e-04,1.117524234579022474e-01,9.909427224274504342e-02
4.900000000000000000e+01,1.000000000000000000e+01,4.000000000000000000e+00,2.000000000000000000e+06,1.190306800000000000e+07,2.576340756423192158e+00,2.548082671033516711e+00,7.816596161635064322e-02,1.458050727582458128e+00,1.442428607106786664e+00,4.422530330781778568e-02,2.746938642327052815e-02,1.250016747288659191e+00,1.124494389352889874e-02,5.645008845522453776e+05,1.445757265626690241e+03,1.231796141793364718e+00,1.141672726256987708e-02,2.780137278161959324e-02,1.122744036813343005e+00,1.570951964506917811e-03,1.603405615447072163e+00,1.170775299898960009e+00,5.457623643574749904e-03,4.148788973908749678e-01,5.951552508699399186e+05,2.459036644213417055e+00,1.104254719207723001e+00,1.152347594556924593e+00,1.597612486684020549e-03,5.550217335448702320e-03,2.779903709604005999e-02,1.133663790659823256e+00,6.587264178053418590e-04,1.585936269530629161e+00,4.266154920368799286e-01,5.951644201462180354e+05,2.528949928623991816e+00,1.115274540973828943e+00,6.697853630637149412e-04,8.381431759342668208e-02,7.432070418205878604e-02
5.000000000000000000e+01,1.000000000000000000e+01,5.000000000000000000e+00,2.000000000000000000e+06,6.995182000000000000e+06,2.418471325937462169e+00,2.394661004453085162e+00,7.328961589505736396e-02,1.237072690798549868e+00,1.221663442965232216e+00,3.759180416388162305e-02,6.446130298366673818e-03,1.014003999628356079e+00,1.027112998092325272e-02,3.300959872590884333e+05,1.069656531256635162e+03,9.946185456677766323e-01,1.047539989827901002e-02,6.625940079864776552e-03,9.097035345156402331e-01,1.444478043370934356e-03,1.467019159953003138e+00,9.564210046130207088e-01,5.572691528596534875e-03,4.044251165955177751e-01,3.497298684730679379e+05,2.086352387389430074e+00,8.893157670123754688e-01,9.378098168969658532e-01,1.478137115675411117e-03,5.690514561372286145e-03,6.630506858567756373e-03,9.195260503488887904e-01,6.371813168750170130e-04,1.450180792906225147e+00,4.180112974393491165e-01,3.497353214659655350e+05,2.144268304467630060e+00,8.994395071410490328e-01,6.517117739337586818e-04,6.705145407474134844e-02,5.945656334564702883e-02
5.200000000000000000e+01,1.299999999999999940e-02,1.000000000000000000e+00,2.000000000000000000e+06,6.384948000000000000e+06,7.000664458506365984e-01,1.739826809392830131e-01,1.158793010907353122e-01,4.790898252547732272e-01,1.145532035832300122e-01,8.261431500637249348e-02,-2.690564626878712458e-04,4.735722841839400954e-01,4.516350427401892229e-03,3.104590933068476152e+05,8.900386939621943156e+02,1.103572011554089793e-01,2.654615669146852958e-02,2.133336454040647785e-05,4.591210395090604135e-01,6.897961512583395197e-04,2.365934822334846199e+00,4.012045391091637048e-01,1.297984536601716477e-03,4.238490966029770934e-01,3.191056638660816825e+05,1.493939981464517341e+00,1.051687937311645976e-01,9.019872442239729171e-02,4.090008624908081022e-03,7.924380754508337718e-03,2.430812213139834282e-05,4.417655821762049295e-01,2.983395486493892711e-04,2.512847188881093707e+00,3.914337637721800878e-01,3.190532504515032051e+05,1.981197623833537813e+00,9.970892644541859418e-02,1.800367525307755611e-03,1.208787278804493784e-02,7.437181285068174968e-03
5.400000000000000000e+01,1.299999999999999940e-02,2.000000000000000000e+00,2.000000000000000000e+06,1.389683600000000000e+07,5.192673361340017779e-01,1.789313682242047177e-01,6.025794462509258959e-02,3.076544865313973198e-01,7.408588168579058331e-02,5.265535676579422009e-02,-4.400225459874470765e-04,3.025594219298218812e-01,3.367029490708571549e-03,6.759291210345170693e+05,2.731292950118012868e+03,6.664008533663763612e-02,2.068552365158182749e-02,-2.491744799337801191e-04,2.861072436843783984e-01,3.858811558084733560e-04,2.084327673279407378e+00,2.753824724058826501e-01,1.431798357569662216e-03,3.289622434252280625e-01,6.944623134704346303e+05,3.677761765237760105e+00,5.169824888510755889e-02,7.528251909763057637e-02,2.910671240506202719e-03,6.939982854833309962e-03,-2.495927915187319914e-04,2.841259101147121657e-01,1.671194790210080779e-04,2.105210026560448089e+00,3.171872614313216432e-01,6.944553675423316890e+05,3.735996441768865139e+00,5.706585481976083479e-02,1.141314782425218843e-03,6.043936394022468919e-03,3.718590642534087484e-03
5.500000000000000000e+01,1.299999999999999940e-02,3.000000000000000000e+00,2.000000000000000000e+06,1.592154000000000000e+07,4.533213586771711046e-01,1.396191378266553595e-01,5.955778171752518918e-02,2.469798992478983157e-01,5.709177518941782603e-02,4.413554161932544545e-02,-4.612194033197948963e-04,2.435398125614363363e-01,2.754258891370932241e-03,7.755860202427365584e+05,3.281755544463522710e+03,4.842304571256689921e-02,1.858548634542441999e-02,-2.619094687011229460e-04,2.291135978686388575e-01,2.487916721675540897e-04,2.015046224596117153e+00,2.358455048996997150e-01,1.511214208414770992e-03,2.760797855404629741e-01,7.957137263578119455e+05,3.317351848657279945e+00,3.596306542912140747e-02,5.879144337846110846e-02,2.226371270281780022e-03,8.272872391912933221e-03,-2.609597076875466454e-04,2.300284645530212280e-01,1.160367382591481349e-04,2.001548325130331207e+00,2.846467411179540163e-01,7.957115387936946936e+05,3.343772021694134011e+00,3.978750133838138830e-02,9.386186345356492891e-04,4.029290929348312324e-03,2.479060428356058467e-03
5.600000000000000000e+01,1.299999999999999940e-02,4.000000000000000000e+00,2.000000000000000000e+06,1.422690400000000000e+07,3.970149987334808950e-01,1.132012121552607442e-01,5.672384937472751965e-02,2.151708876202403364e-01,3.141453923856216829e-02,6.186490461008498087e-02,-8.118776305004413727e-05,2.152084967734774756e-01,2.079676749502391928e-03,6.946284708159957081e+05,2.110335093160028464e+03,3.308418834427301336e-02,1.885338523809813177e-02,2.219542608856002149e-04,2.048237993611949637e-01,1.765904100263066239e-04,1.998217674393483190e+00,2.112345842432954424e-01,1.301026398990484580e-03,2.428549177581712237e-01,7.111157768945611315e+05,2.150153698580011152e+00,2.787653991012400620e-02,4.254674380100392089e-02,1.863608250188938248e-03,9.219997365065325801e-03,2.234589316052334681e-04,2.055571564728240763e-01,8.578038294037398611e-05,1.983850837501350384e+00,2.511640703548495002e-01,7.111139006476416253e+05,2.173687719428548881e+00,2.995757113616183756e-02,8.444389138785186313e-04,3.021968197011234460e-03,1.859295321267043742e-03
5.700000000000000000e+01,1.299999999999999940e-02,5.000000000000000000e+00,2.000000000000000000e+06,9.927658000000000000e+06,3.487033276372386026e-01,8.361687970641286383e-02,5.994810650063082946e-02,1.996090632860951231e-01,4.423238297958956983e-02,3.729048189811873248e-02,3.348779322767636807e-04,2.001342246581436224e-01,1.764208270209141052e-03,4.863629689718302689e+05,1.239604715357346095e+03,3.340131739162932600e-02,1.369532647357610787e-02,6.445777082229408152e-04,1.926650799938521286e-01,1.697950005940719479e-04,1.973814623117114531e+00,1.914453445115453234e-01,1.305270737532020133e-03,2.154345086209207283e-01,4.962115233399863937e+05,1.783658256829291799e+00,2.102012834400537877e-02,3.738227572640685087e-02,2.302301361632533901e-03,9.820631209973689282e-03,6.444351294918697608e-04,1.925414382037167194e-01,8.417902760488489837e-05,1.976917506787884360e+00,2.139386229075115331e-01,4.962113374851957196e+05,1.783454854995740302e+00,2.314033624348980911e-02,1.040513435875429571e-03,2.417574557608987654e-03,1.487436257013634950e-03
